Countrycode,City,Type,Quarter,Variable,Value,Note
348,Debrecen,Tram,2Q2019,PKM,11119.1,
348,Debrecen,Tram,3Q2019,PKM,10257,
348,Debrecen,Tram,4Q2019,PKM,11907.3,
348,Debrecen,Tram,1Q2020,PKM,11984.8,
348,Debrecen,Tram,2Q2020,PKM,3734.1,
348,Debrecen,Tram,3Q2020,PKM,7646.8,
348,Debrecen,Tram,4Q2020,PKM,7762.6,
348,Debrecen,Tram,1Q2021,PKM,6101.9,
348,Debrecen,Tram,2Q2021,PKM,5887.2,
348,Debrecen,Tram,3Q2021,PKM,7263.8,
348,Debrecen,Tram,4Q2021,PKM,9051,
348,Miskolc,Tram,1Q2019,Pass,6757.6,
348,Miskolc,Tram,2Q2019,Pass,6560.3,
348,Miskolc,Tram,3Q2019,Pass,6290.8,
348,Miskolc,Tram,4Q2019,Pass,6727.6,
348,Miskolc,Tram,1Q2020,Pass,6364,
348,Miskolc,Tram,2Q2020,Pass,3855,
348,Miskolc,Tram,3Q2020,Pass,5434,
348,Miskolc,Tram,4Q2020,Pass,5128,
348,Miskolc,Tram,1Q2021,Pass,4370.4,
348,Miskolc,Tram,2Q2021,Pass,4559.7,
348,Miskolc,Tram,3Q2021,Pass,4886.3,
348,Miskolc,Tram,4Q2021,Pass,5271.2,
348,Miskolc,Tram,1Q2019,PKM,18988.9,
348,Miskolc,Tram,2Q2019,PKM,18434.4,
348,Miskolc,Tram,3Q2019,PKM,17677.2,
348,Miskolc,Tram,4Q2019,PKM,18904.8,
348,Miskolc,Tram,1Q2020,PKM,17884,
348,Miskolc,Tram,2Q2020,PKM,10832,
348,Miskolc,Tram,3Q2020,PKM,15270,
348,Miskolc,Tram,4Q2020,PKM,14410,
348,Miskolc,Tram,1Q2021,PKM,12280.9,
348,Miskolc,Tram,2Q2021,PKM,12812.9,
348,Miskolc,Tram,3Q2021,PKM,13730.6,
348,Miskolc,Tram,4Q2021,PKM,14812.2,
348,Szeged,Tram,1Q2019,Pass,2581.6,
348,Szeged,Tram,2Q2019,Pass,2050.6,
348,Szeged,Tram,3Q2019,Pass,1927.8,
348,Szeged,Tram,4Q2019,Pass,2099.7,
348,Szeged,Tram,1Q2020,Pass,2578.7,
348,Szeged,Tram,2Q2020,Pass,812.5,
348,Szeged,Tram,3Q2020,Pass,1895.6,
348,Szeged,Tram,4Q2020,Pass,1409.4,
348,Szeged,Tram,1Q2021,Pass,1367.5,
348,Szeged,Tram,2Q2021,Pass,1204.2,
348,Szeged,Tram,3Q2021,Pass,1419.5,
348,Szeged,Tram,4Q2021,Pass,1456,
348,Szeged,Tram,1Q2019,PKM,6163.7,
348,Szeged,Tram,2Q2019,PKM,4872.8,
348,Szeged,Tram,3Q2019,PKM,4537.4,
348,Szeged,Tram,4Q2019,PKM,4975.1,
348,Szeged,Tram,1Q2020,PKM,6158.2,
348,Szeged,Tram,2Q2020,PKM,1918.2,
348,Szeged,Tram,3Q2020,PKM,4461.2,
348,Szeged,Tram,4Q2020,PKM,3346,
348,Szeged,Tram,1Q2021,PKM,3248.5,
348,Szeged,Tram,2Q2021,PKM,2837.4,
348,Szeged,Tram,3Q2021,PKM,3323.4,
348,Szeged,Tram,4Q2021,PKM,3443.7,
372,Dublin,Tram,1Q2020,Pass,9520,
372,Dublin,Tram,2Q2020,Pass,1360,
372,Dublin,Tram,3Q2020,Pass,4298,
372,Dublin,Tram,4Q2020,Pass,3998,
372,Dublin,Tram,1Q2021,Pass,2182,
372,Dublin,Tram,2Q2021,Pass,4145,
372,Dublin,Tram,3Q2021,Pass,5906,
372,Dublin,Tram,4Q2021,Pass,7279,
428,Daugavpils,Tram,1Q2019,Pass,1940,
428,Daugavpils,Tram,2Q2019,Pass,1984,
428,Daugavpils,Tram,3Q2019,Pass,1921,
428,Daugavpils,Tram,4Q2019,Pass,1507,
428,Daugavpils,Tram,1Q2020,Pass,1307,
428,Daugavpils,Tram,2Q2020,Pass,580,
428,Daugavpils,Tram,3Q2020,Pass,1077,
428,Daugavpils,Tram,4Q2020,Pass,1218,
428,Daugavpils,Tram,1Q2021,Pass,653,
428,Daugavpils,Tram,2Q2021,Pass,895,
428,Daugavpils,Tram,3Q2021,Pass,1040,
428,Liepaja,Tram,1Q2019,Pass,603,
428,Liepaja,Tram,2Q2019,Pass,534,
428,Liepaja,Tram,3Q2019,Pass,507,
428,Liepaja,Tram,4Q2019,Pass,628,
428,Liepaja,Tram,1Q2020,Pass,600,
428,Liepaja,Tram,2Q2020,Pass,236,
428,Liepaja,Tram,3Q2020,Pass,466,
428,Liepaja,Tram,4Q2020,Pass,414,
428,Liepaja,Tram,1Q2021,Pass,238,
428,Liepaja,Tram,2Q2021,Pass,316,
428,Liepaja,Tram,3Q2021,Pass,390,
428,Riga,Tram,1Q2019,Pass,7903,
428,Riga,Tram,2Q2019,Pass,7938,
428,Riga,Tram,3Q2019,Pass,7308,
428,Riga,Tram,4Q2019,Pass,7984,
428,Riga,Tram,1Q2020,Pass,6618,
428,Riga,Tram,2Q2020,Pass,2152,
428,Riga,Tram,3Q2020,Pass,5157,
428,Riga,Tram,4Q2020,Pass,4142,
428,Riga,Tram,1Q2021,Pass,2887,
428,Riga,Tram,2Q2021,Pass,3622,
428,Riga,Tram,3Q2021,Pass,4495,
578,Bergen,Light rail,1Q2020,Pass,4320,
578,Bergen,Light rail,2Q2020,Pass,2136,
578,Bergen,Light rail,3Q2020,Pass,2985,
578,Bergen,Light rail,4Q2020,Pass,2979,
578,Bergen,Light rail,1Q2021,Pass,2765,
578,Bergen,Light rail,2Q2021,Pass,3155,
578,Bergen,Light rail,3Q2021,Pass,3675,
578,Oslo,Mixed,1Q2020,Pass,32396,
578,Oslo,Mixed,2Q2020,Pass,17985,
578,Oslo,Mixed,3Q2020,Pass,23955,
578,Oslo,Mixed,4Q2020,Pass,22229,
578,Oslo,Mixed,1Q2021,Pass,17711,
578,Oslo,Mixed,2Q2021,Pass,20449,
578,Oslo,Mixed,3Q2021,Pass,27114,
578,Trondheim,Tram,1Q2020,Pass,270,
578,Trondheim,Tram,2Q2020,Pass,140,
578,Trondheim,Tram,3Q2020,Pass,194,
578,Trondheim,Tram,4Q2020,Pass,192,
578,Trondheim,Tram,1Q2021,Pass,186,
578,Trondheim,Tram,2Q2021,Pass,179,
578,Trondheim,Tram,3Q2021,Pass,192,
620,Lisbon,Metro,1Q2018,Pass,40380,
620,Lisbon,Metro,2Q2018,Pass,43343,
620,Lisbon,Metro,3Q2018,Pass,40337,
620,Lisbon,Metro,4Q2018,Pass,45108,
620,Lisbon,Metro,1Q2019,Pass,42952,
620,Lisbon,Metro,2Q2019,Pass,46420,
620,Lisbon,Metro,3Q2019,Pass,43911,
620,Lisbon,Metro,4Q2019,Pass,49792,
620,Lisbon,Metro,1Q2020,Pass,39860,
620,Lisbon,Metro,2Q2020,Pass,10762,
620,Lisbon,Metro,3Q2020,Pass,19441,
620,Lisbon,Metro,4Q2020,Pass,20496,
620,Lisbon,Metro,1Q2021,Pass,11653,
620,Lisbon,Metro,2Q2021,Pass,19266,
620,Lisbon,Metro,3Q2021,Pass,22194,
620,Lisbon,Metro,4Q2021,Pass,30573,
620,Lisbon,Metro,1Q2018,PKM,97563,
620,Lisbon,Metro,2Q2018,PKM,105245,
620,Lisbon,Metro,3Q2018,PKM,98743.5,
620,Lisbon,Metro,4Q2018,PKM,110159,
620,Lisbon,Metro,1Q2019,PKM,104439,
620,Lisbon,Metro,2Q2019,PKM,111152.5,
620,Lisbon,Metro,3Q2019,PKM,105239.5,
620,Lisbon,Metro,4Q2019,PKM,117933,
620,Lisbon,Metro,1Q2020,PKM,94285,
620,Lisbon,Metro,2Q2020,PKM,26285.5,
620,Lisbon,Metro,3Q2020,PKM,47170.5,
620,Lisbon,Metro,4Q2020,PKM,48707.5,
620,Lisbon,Metro,1Q2021,PKM,28121.5,
620,Lisbon,Metro,2Q2021,PKM,46579.5,
620,Lisbon,Metro,3Q2021,PKM,53854.5,
620,Lisbon,Metro,4Q2021,PKM,73290,
620,Metro Sul do Tejo,Metro,1Q2018,Pass,2975,
620,Metro Sul do Tejo,Metro,2Q2018,Pass,3224,
620,Metro Sul do Tejo,Metro,3Q2018,Pass,2810,
620,Metro Sul do Tejo,Metro,4Q2018,Pass,3300,
620,Metro Sul do Tejo,Metro,1Q2019,Pass,3270,
620,Metro Sul do Tejo,Metro,2Q2019,Pass,4037,
620,Metro Sul do Tejo,Metro,3Q2019,Pass,3888,
620,Metro Sul do Tejo,Metro,4Q2019,Pass,4369,
620,Metro Sul do Tejo,Metro,1Q2020,Pass,3690,
620,Metro Sul do Tejo,Metro,2Q2020,Pass,1610,
620,Metro Sul do Tejo,Metro,3Q2020,Pass,2743,
620,Metro Sul do Tejo,Metro,1Q2018,PKM,7464,
620,Metro Sul do Tejo,Metro,2Q2018,PKM,8455,
620,Metro Sul do Tejo,Metro,3Q2018,PKM,7432,
620,Metro Sul do Tejo,Metro,4Q2018,PKM,8524,
620,Metro Sul do Tejo,Metro,1Q2019,PKM,8340,
620,Metro Sul do Tejo,Metro,2Q2019,PKM,10082,
620,Metro Sul do Tejo,Metro,3Q2019,PKM,9522,
620,Metro Sul do Tejo,Metro,4Q2019,PKM,10424,
620,Metro Sul do Tejo,Metro,1Q2020,PKM,8889,
620,Metro Sul do Tejo,Metro,2Q2020,PKM,4328,
620,Metro Sul do Tejo,Metro,3Q2020,PKM,7403,
620,Porto,Metro,1Q2018,Pass,15100,
620,Porto,Metro,2Q2018,Pass,16315,
620,Porto,Metro,3Q2018,Pass,14511,
620,Porto,Metro,4Q2018,Pass,16721,
620,Porto,Metro,1Q2019,Pass,16002,
620,Porto,Metro,2Q2019,Pass,18022,
620,Porto,Metro,3Q2019,Pass,17047,
620,Porto,Metro,4Q2019,Pass,19969,
620,Porto,Metro,1Q2020,Pass,15329,
620,Porto,Metro,2Q2020,Pass,3884,
620,Porto,Metro,3Q2020,Pass,10005,
620,Porto,Metro,4Q2020,Pass,10165,
620,Porto,Metro,1Q2021,Pass,6656,
620,Porto,Metro,2Q2021,Pass,9579,
620,Porto,Metro,3Q2021,Pass,10238,
620,Porto,Metro,4Q2021,Pass,14253,
620,Porto,Metro,1Q2018,PKM,76108,
620,Porto,Metro,2Q2018,PKM,83467,
620,Porto,Metro,3Q2018,PKM,75382,
620,Porto,Metro,4Q2018,PKM,86401,
620,Porto,Metro,1Q2019,PKM,82009,
620,Porto,Metro,2Q2019,PKM,95733,
620,Porto,Metro,3Q2019,PKM,93250,
620,Porto,Metro,4Q2019,PKM,104795,
620,Porto,Metro,1Q2020,PKM,79414,
620,Porto,Metro,2Q2020,PKM,19731,
620,Porto,Metro,3Q2020,PKM,52829,
620,Porto,Metro,4Q2020,PKM,51793,
620,Porto,Metro,1Q2021,PKM,34035,
620,Porto,Metro,2Q2021,PKM,49314,
620,Porto,Metro,3Q2021,PKM,54520,
620,Porto,Metro,4Q2021,PKM,75880,
620,Sul do Tejo,Metro,1Q2018,Pass,2975,
620,Sul do Tejo,Metro,2Q2018,Pass,3224,
620,Sul do Tejo,Metro,3Q2018,Pass,2810,
620,Sul do Tejo,Metro,4Q2018,Pass,3300,
620,Sul do Tejo,Metro,1Q2019,Pass,3270,
620,Sul do Tejo,Metro,2Q2019,Pass,4037,
620,Sul do Tejo,Metro,3Q2019,Pass,3888,
620,Sul do Tejo,Metro,4Q2019,Pass,4369,
620,Sul do Tejo,Metro,1Q2020,Pass,3690,
620,Sul do Tejo,Metro,2Q2020,Pass,1610,
620,Sul do Tejo,Metro,3Q2020,Pass,2743,
620,Sul do Tejo,Metro,4Q2020,Pass,2886,
620,Sul do Tejo,Metro,1Q2021,Pass,1956,
620,Sul do Tejo,Metro,2Q2021,Pass,3163,
620,Sul do Tejo,Metro,3Q2021,Pass,3106,
620,Sul do Tejo,Metro,4Q2021,Pass,3787,
620,Sul do Tejo,Metro,1Q2018,PKM,3736.5,
620,Sul do Tejo,Metro,2Q2018,PKM,4232,
620,Sul do Tejo,Metro,3Q2018,PKM,3720.5,
620,Sul do Tejo,Metro,4Q2018,PKM,4266.5,
620,Sul do Tejo,Metro,1Q2019,PKM,4174.5,
620,Sul do Tejo,Metro,2Q2019,PKM,5045.5,
620,Sul do Tejo,Metro,3Q2019,PKM,4765.5,
620,Sul do Tejo,Metro,4Q2019,PKM,5216.5,
620,Sul do Tejo,Metro,1Q2020,PKM,4449,
620,Sul do Tejo,Metro,2Q2020,PKM,2168.5,
620,Sul do Tejo,Metro,3Q2020,PKM,3706,
620,Sul do Tejo,Metro,4Q2020,PKM,3869,
620,Sul do Tejo,Metro,1Q2021,PKM,2663.5,
620,Sul do Tejo,Metro,2Q2021,PKM,4418,
620,Sul do Tejo,Metro,3Q2021,PKM,4219.5,
620,Sul do Tejo,Metro,4Q2021,PKM,4806,
688,Belgrade,Metro,1Q2019,Pass,2183,
688,Belgrade,Metro,2Q2019,Pass,2311,
688,Belgrade,Metro,3Q2019,Pass,2377,
688,Belgrade,Metro,4Q2019,Pass,2479,
688,Belgrade,Metro,1Q2020,Pass,1973,
688,Belgrade,Metro,2Q2020,Pass,1123,
688,Belgrade,Metro,3Q2020,Pass,1821,
688,Belgrade,Metro,4Q2020,Pass,2171,
688,Belgrade,Metro,1Q2021,Pass,2231,
688,Belgrade,Metro,2Q2021,Pass,2321,
688,Belgrade,Metro,3Q2021,Pass,2301,
688,Belgrade,Tram,1Q2019,Pass,21883,
688,Belgrade,Tram,2Q2019,Pass,22163,
688,Belgrade,Tram,3Q2019,Pass,20579,
688,Belgrade,Tram,4Q2019,Pass,23034,
688,Belgrade,Tram,1Q2020,Pass,20204,
688,Belgrade,Tram,2Q2020,Pass,9376,
688,Belgrade,Tram,3Q2020,Pass,20626,
688,Belgrade,Tram,4Q2020,Pass,23159,
688,Belgrade,Tram,1Q2021,Pass,22051,
688,Belgrade,Tram,2Q2021,Pass,22131,
688,Belgrade,Tram,3Q2021,Pass,20881,
724,Barcelona,Metro,1Q2019,Pass,106147,
724,Barcelona,Metro,2Q2019,Pass,105915,
724,Barcelona,Metro,3Q2019,Pass,89812,
724,Barcelona,Metro,4Q2019,Pass,110071,
724,Barcelona,Metro,1Q2020,Pass,87971,
724,Barcelona,Metro,2Q2020,Pass,23680,
724,Barcelona,Metro,3Q2020,Pass,48876,
724,Barcelona,Metro,4Q2020,Pass,57401,
724,Barcelona,Metro,1Q2021,Pass,57034,
724,Barcelona,Metro,2Q2021,Pass,67299,
724,Barcelona,Metro,3Q2021,Pass,67218,
724,Barcelona,Metro,4Q2021,Pass,86650,
724,Bilbao,Metro,1Q2019,Pass,23812,
724,Bilbao,Metro,2Q2019,Pass,22889,
724,Bilbao,Metro,3Q2019,Pass,20160,
724,Bilbao,Metro,4Q2019,Pass,24709,
724,Bilbao,Metro,1Q2020,Pass,19884,
724,Bilbao,Metro,2Q2020,Pass,7399,
724,Bilbao,Metro,3Q2020,Pass,13116,
724,Bilbao,Metro,4Q2020,Pass,15588,
724,Bilbao,Metro,1Q2021,Pass,15152,
724,Bilbao,Metro,2Q2021,Pass,16637,
724,Bilbao,Metro,3Q2021,Pass,15113,
724,Bilbao,Metro,4Q2021,Pass,19876,
724,Madrid,Metro,1Q2019,Pass,177422,
724,Madrid,Metro,2Q2019,Pass,169725,
724,Madrid,Metro,3Q2019,Pass,143348,
724,Madrid,Metro,4Q2019,Pass,186981,
724,Madrid,Metro,1Q2020,Pass,146431,
724,Madrid,Metro,2Q2020,Pass,36287,
724,Madrid,Metro,3Q2020,Pass,75634,
724,Madrid,Metro,4Q2020,Pass,91493,
724,Madrid,Metro,1Q2021,Pass,94611,
724,Madrid,Metro,2Q2021,Pass,107618,
724,Madrid,Metro,3Q2021,Pass,101256,
724,Madrid,Metro,4Q2021,Pass,138820,
724,Malaga,Metro,1Q2019,Pass,1693,
724,Malaga,Metro,2Q2019,Pass,1788,
724,Malaga,Metro,3Q2019,Pass,1363,
724,Malaga,Metro,4Q2019,Pass,2035,
724,Malaga,Metro,1Q2020,Pass,1500,
724,Malaga,Metro,2Q2020,Pass,339,
724,Malaga,Metro,3Q2020,Pass,792,
724,Malaga,Metro,4Q2020,Pass,994,
724,Malaga,Metro,1Q2021,Pass,808,
724,Malaga,Metro,2Q2021,Pass,1093,
724,Malaga,Metro,3Q2021,Pass,1049,
724,Malaga,Metro,4Q2021,Pass,1675,
724,Palma de Mallorca,Metro,1Q2019,Pass,290,
724,Palma de Mallorca,Metro,2Q2019,Pass,293,
724,Palma de Mallorca,Metro,3Q2019,Pass,217,
724,Palma de Mallorca,Metro,4Q2019,Pass,373,
724,Palma de Mallorca,Metro,1Q2020,Pass,257,
724,Palma de Mallorca,Metro,2Q2020,Pass,36,
724,Palma de Mallorca,Metro,3Q2020,Pass,87,
724,Palma de Mallorca,Metro,4Q2020,Pass,195,
724,Palma de Mallorca,Metro,1Q2021,Pass,166,
724,Palma de Mallorca,Metro,2Q2021,Pass,204,
724,Palma de Mallorca,Metro,3Q2021,Pass,145,
724,Palma de Mallorca,Metro,4Q2021,Pass,323,
724,Sevilla,Metro,1Q2019,Pass,4327,
724,Sevilla,Metro,2Q2019,Pass,4815,
724,Sevilla,Metro,3Q2019,Pass,2950,
724,Sevilla,Metro,4Q2019,Pass,4907,
724,Sevilla,Metro,1Q2020,Pass,3556,
724,Sevilla,Metro,2Q2020,Pass,720,
724,Sevilla,Metro,3Q2020,Pass,1529,
724,Sevilla,Metro,4Q2020,Pass,1992,
724,Sevilla,Metro,1Q2021,Pass,1951,
724,Sevilla,Metro,2Q2021,Pass,2374,
724,Sevilla,Metro,3Q2021,Pass,2142,
724,Sevilla,Metro,4Q2021,Pass,3973,
724,Valencia,Metro,1Q2019,Pass,18563,
724,Valencia,Metro,2Q2019,Pass,17252,
724,Valencia,Metro,3Q2019,Pass,14887,
724,Valencia,Metro,4Q2019,Pass,18900,
724,Valencia,Metro,1Q2020,Pass,14744,
724,Valencia,Metro,2Q2020,Pass,3675,
724,Valencia,Metro,3Q2020,Pass,8286,
724,Valencia,Metro,4Q2020,Pass,10279,
724,Valencia,Metro,1Q2021,Pass,8141,
724,Valencia,Metro,2Q2021,Pass,10422,
724,Valencia,Metro,3Q2021,Pass,10459,
724,Valencia,Metro,4Q2021,Pass,13798,
804,City Kyiv,Tram,1Q2019,Pass,22634.7,
804,City Kyiv,Tram,2Q2019,Pass,24616.8,
804,City Kyiv,Tram,3Q2019,Pass,17776.5,
804,City Kyiv,Tram,4Q2019,Pass,31503.6,
804,City Kyiv,Tram,1Q2020,Pass,26169.4,
804,City Kyiv,Tram,2Q2020,Pass,8808.4,
804,City Kyiv,Tram,3Q2020,Pass,20483.6,
804,Dnipro,Metro,1Q2019,Pass,1670.4,
804,Dnipro,Metro,2Q2019,Pass,1664.9,
804,Dnipro,Metro,3Q2019,Pass,1897.8,
804,Dnipro,Metro,4Q2019,Pass,1651.3,
804,Dnipro,Metro,1Q2020,Pass,1041.7,
804,Dnipro,Metro,2Q2020,Pass,276.6,
804,Dnipro,Metro,3Q2020,Pass,1150.6,
804,Dnipro,Metro,4Q2020,Pass,1086,
804,Dnipro,Metro,1Q2021,Pass,1051.8,
804,Dnipro,Metro,2Q2021,Pass,1307.6,
804,Dnipro,Metro,3Q2021,Pass,1004.6,
804,Dnipro,Metro,1Q2019,PKM,8017.9,
804,Dnipro,Metro,1Q2020,PKM,5000.2,
804,Dnipro,Metro,2Q2020,PKM,1327.7,
804,Dnipro,Metro,3Q2020,PKM,5522.9,
804,Dnipro,Metro,4Q2020,PKM,5212.7,
804,Dnipro,Metro,1Q2021,PKM,5048.7,
804,Dnipro,Metro,2Q2021,PKM,6276.5,
804,Dnipro,Metro,3Q2021,PKM,4822.1,
804,Dnipro region,Tram,1Q2019,Pass,26878.4,
804,Dnipro region,Tram,2Q2019,Pass,27417.5,
804,Dnipro region,Tram,3Q2019,Pass,25176.2,
804,Dnipro region,Tram,4Q2019,Pass,24943.6,
804,Dnipro region,Tram,1Q2020,Pass,20744.1,
804,Dnipro region,Tram,2Q2020,Pass,9702,
804,Dnipro region,Tram,3Q2020,Pass,17595.3,
804,Dnipro region,Tram,4Q2020,Pass,17110.8,
804,Dnipro region,Tram,1Q2021,Pass,16653.8,
804,Dnipro region,Tram,2Q2021,Pass,17930.4,
804,Dnipro region,Tram,3Q2021,Pass,15828.3,
804,Dnipro region,Tram,1Q2019,PKM,166671,
804,Dnipro region,Tram,1Q2020,PKM,128646.7,
804,Dnipro region,Tram,2Q2020,PKM,60123.8,
804,Dnipro region,Tram,3Q2020,PKM,109020.1,
804,Dnipro region,Tram,4Q2020,PKM,106054.9,
804,Dnipro region,Tram,1Q2021,PKM,103210,
804,Dnipro region,Tram,2Q2021,PKM,110946,
804,Dnipro region,Tram,3Q2021,PKM,97875.1,
804,Donetsk region,Tram,1Q2019,Pass,6405.4,
804,Donetsk region,Tram,2Q2019,Pass,6317.1,
804,Donetsk region,Tram,3Q2019,Pass,5558.9,
804,Donetsk region,Tram,4Q2019,Pass,6346.5,
804,Donetsk region,Tram,1Q2020,Pass,5937.6,
804,Donetsk region,Tram,2Q2020,Pass,4023.8,
804,Donetsk region,Tram,3Q2020,Pass,5844.1,
804,Donetsk region,Tram,4Q2020,Pass,8131.3,
804,Donetsk region,Tram,1Q2021,Pass,5588.1,
804,Donetsk region,Tram,2Q2021,Pass,5029.4,
804,Donetsk region,Tram,3Q2021,Pass,3195.6,
804,Donetsk region,Tram,1Q2019,PKM,34519.5,
804,Donetsk region,Tram,1Q2020,PKM,32443.8,
804,Donetsk region,Tram,2Q2020,PKM,22626.3,
804,Donetsk region,Tram,3Q2020,PKM,32530.9,
804,Donetsk region,Tram,4Q2020,PKM,45545.3,
804,Donetsk region,Tram,1Q2021,PKM,31288.5,
804,Donetsk region,Tram,2Q2021,PKM,27883.3,
804,Donetsk region,Tram,3Q2021,PKM,17372.5,
804,Kharkiv,Metro,1Q2019,Pass,54212.7,
804,Kharkiv,Metro,2Q2019,Pass,52964,
804,Kharkiv,Metro,3Q2019,Pass,49649.5,
804,Kharkiv,Metro,4Q2019,Pass,55931.9,
804,Kharkiv,Metro,1Q2020,Pass,41830.5,
804,Kharkiv,Metro,2Q2020,Pass,12367.6,
804,Kharkiv,Metro,3Q2020,Pass,36869.2,
804,Kharkiv,Metro,4Q2020,Pass,37043.4,
804,Kharkiv,Metro,1Q2021,Pass,36449.2,
804,Kharkiv,Metro,2Q2021,Pass,38381.7,
804,Kharkiv,Metro,3Q2021,Pass,41645.7,
804,Kharkiv,Metro,1Q2019,PKM,352382.6,
804,Kharkiv,Metro,1Q2020,PKM,271898.3,
804,Kharkiv,Metro,2Q2020,PKM,80389.5,
804,Kharkiv,Metro,3Q2020,PKM,239649.9,
804,Kharkiv,Metro,4Q2020,PKM,240782.1,
804,Kharkiv,Metro,1Q2021,PKM,236919.8,
804,Kharkiv,Metro,2Q2021,PKM,249481.1,
804,Kharkiv,Metro,3Q2021,PKM,270697.1,
804,Kharkiv region,Tram,1Q2019,Pass,23759.6,
804,Kharkiv region,Tram,2Q2019,Pass,22173.2,
804,Kharkiv region,Tram,3Q2019,Pass,19258.3,
804,Kharkiv region,Tram,4Q2019,Pass,23391.7,
804,Kharkiv region,Tram,1Q2020,Pass,22219.3,
804,Kharkiv region,Tram,2Q2020,Pass,14826.5,
804,Kharkiv region,Tram,3Q2020,Pass,18390.1,
804,Kharkiv region,Tram,4Q2020,Pass,20570.5,
804,Kharkiv region,Tram,1Q2021,Pass,9554,
804,Kharkiv region,Tram,2Q2021,Pass,10007.8,
804,Kharkiv region,Tram,3Q2021,Pass,9898.4,
804,Kharkiv region,Tram,1Q2019,PKM,163941.2,
804,Kharkiv region,Tram,1Q2020,PKM,153313.3,
804,Kharkiv region,Tram,2Q2020,PKM,102302.9,
804,Kharkiv region,Tram,3Q2020,PKM,126889.7,
804,Kharkiv region,Tram,4Q2020,PKM,141936.4,
804,Kharkiv region,Tram,1Q2021,PKM,65922.7,
804,Kharkiv region,Tram,2Q2021,PKM,69053.9,
804,Kharkiv region,Tram,3Q2021,PKM,68299.1,
804,Kyiv,Metro,1Q2019,Pass,119729.8,
804,Kyiv,Metro,2Q2019,Pass,124776,
804,Kyiv,Metro,3Q2019,Pass,119606.4,
804,Kyiv,Metro,4Q2019,Pass,131227.4,
804,Kyiv,Metro,1Q2020,Pass,96375.4,
804,Kyiv,Metro,2Q2020,Pass,24698.3,
804,Kyiv,Metro,3Q2020,Pass,80585.3,
804,Kyiv,Metro,4Q2020,Pass,77825.1,
804,Kyiv,Metro,1Q2021,Pass,75266,
804,Kyiv,Metro,2Q2021,Pass,65025.3,
804,Kyiv,Metro,3Q2021,Pass,93501.5,
804,Kyiv,Metro,1Q2019,PKM,981784.3,
804,Kyiv,Metro,1Q2020,PKM,790278.3,
804,Kyiv,Metro,2Q2020,PKM,202526,
804,Kyiv,Metro,3Q2020,PKM,660799.5,
804,Kyiv,Metro,4Q2020,PKM,638165.9,
804,Kyiv,Metro,1Q2021,PKM,617181.2,
804,Kyiv,Metro,2Q2021,PKM,533207.5,
804,Kyiv,Metro,3Q2021,PKM,766712.4,
804,Kyiv,Tram,1Q2019,Pass,22634.7,
804,Kyiv,Tram,1Q2020,Pass,26169.4,
804,Kyiv,Tram,2Q2020,Pass,8808.4,
804,Kyiv,Tram,3Q2020,Pass,20483.6,
804,Kyiv,Tram,4Q2020,Pass,20145.8,
804,Kyiv,Tram,1Q2021,Pass,19708,
804,Kyiv,Tram,2Q2021,Pass,16033.6,
804,Kyiv,Tram,3Q2021,Pass,18555.9,
804,Kyiv,Tram,1Q2019,PKM,101856.2,
804,Kyiv,Tram,1Q2020,PKM,117762.4,
804,Kyiv,Tram,2Q2020,PKM,39637.9,
804,Kyiv,Tram,3Q2020,PKM,92176.3,
804,Kyiv,Tram,4Q2020,PKM,90656.2,
804,Kyiv,Tram,1Q2021,PKM,88686.1,
804,Kyiv,Tram,2Q2021,PKM,72151.3,
804,Kyiv,Tram,3Q2021,PKM,83501.6,
804,Lviv region,Tram,1Q2019,Pass,15015.7,
804,Lviv region,Tram,2Q2019,Pass,15837.5,
804,Lviv region,Tram,3Q2019,Pass,15467.9,
804,Lviv region,Tram,4Q2019,Pass,16801.4,
804,Lviv region,Tram,1Q2020,Pass,13215.3,
804,Lviv region,Tram,2Q2020,Pass,2194.2,
804,Lviv region,Tram,3Q2020,Pass,10069,
804,Lviv region,Tram,4Q2020,Pass,9232.7,
804,Lviv region,Tram,1Q2021,Pass,8327.6,
804,Lviv region,Tram,2Q2021,Pass,8558.3,
804,Lviv region,Tram,3Q2021,Pass,9230.8,
804,Lviv region,Tram,1Q2019,PKM,109614.7,
804,Lviv region,Tram,1Q2020,PKM,96471.8,
804,Lviv region,Tram,2Q2020,PKM,16017.7,
804,Lviv region,Tram,3Q2020,PKM,73503.7,
804,Lviv region,Tram,4Q2020,PKM,67398.7,
804,Lviv region,Tram,1Q2021,PKM,60791.4,
804,Lviv region,Tram,2Q2021,PKM,62475.5,
804,Lviv region,Tram,3Q2021,PKM,67384.9,
804,Mykolayiv region,Tram,1Q2019,Pass,5479.8,
804,Mykolayiv region,Tram,2Q2019,Pass,5820.5,
804,Mykolayiv region,Tram,3Q2019,Pass,5913.4,
804,Mykolayiv region,Tram,4Q2019,Pass,4950.2,
804,Mykolayiv region,Tram,1Q2020,Pass,3740.9,
804,Mykolayiv region,Tram,2Q2020,Pass,2155.4,
804,Mykolayiv region,Tram,3Q2020,Pass,3129.1,
804,Mykolayiv region,Tram,4Q2020,Pass,3318.1,
804,Mykolayiv region,Tram,1Q2021,Pass,3048.8,
804,Mykolayiv region,Tram,2Q2021,Pass,2872.8,
